date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:20:14	397748/397748	---M--	200	added ('OK')	image/jpeg	etag:%225d2c22c8-611b4%22	http://lambert.kwst.net/site/images/bg/13.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/bg/13.jpg	(from http://lambert.kwst.net/site/index.html)
02:20:44	190820/190820	---M--	200	added ('OK')	image/jpeg	etag:%225d2c22a8-2e964%22	http://lambert.kwst.net/site/images/bg/15.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/bg/15.jpg	(from http://lambert.kwst.net/site/index.html)
02:20:44	630221/630221	---M--	200	added ('OK')	image/jpeg	etag:%225d2c2295-99dcd%22	http://lambert.kwst.net/site/images/bg/1.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/bg/1.jpg	(from http://lambert.kwst.net/site/index.html)
02:20:49	355632/355632	---M--	200	added ('OK')	image/jpeg	etag:%225d2c2298-56d30%22	http://lambert.kwst.net/site/images/bg/14.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/bg/14.jpg	(from http://lambert.kwst.net/site/index.html)
02:20:51	233408/233408	---M--	200	added ('OK')	image/jpeg	etag:%225d2c228f-38fc0%22	http://lambert.kwst.net/site/images/bg/18.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/bg/18.jpg	(from http://lambert.kwst.net/site/index.html)
02:21:19	186635/186635	---M--	200	added ('OK')	image/jpeg	etag:%225d2c232b-2d90b%22	http://lambert.kwst.net/site/images/slider/2.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/slider/2.jpg	(from http://lambert.kwst.net/site/index.html)
02:21:20	1490/1490	---M--	200	added ('OK')	text/html	etag:%22555e2a16-5d2%22	http://lambert.kwst.net/site/team/mem1.html	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/team/mem1.html	(from http://lambert.kwst.net/site/index.html)
02:21:24	18984/18984	---M--	200	added ('OK')	image/jpeg	etag:%225d2c2366-4a28%22	http://lambert.kwst.net/site/images/team/thumbnails/1.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/team/thumbnails/1.jpg	(from http://lambert.kwst.net/site/index.html)
02:21:24	242377/242377	---M--	200	added ('OK')	image/jpeg	etag:%225d2c232c-3b2c9%22	http://lambert.kwst.net/site/images/slider/3.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/slider/3.jpg	(from http://lambert.kwst.net/site/index.html)
02:21:24	1490/1490	---M--	200	added ('OK')	text/html	etag:%22554de35c-5d2%22	http://lambert.kwst.net/site/team/mem2.html	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/team/mem2.html	(from http://lambert.kwst.net/site/index.html)
02:21:25	1490/1490	---M--	200	added ('OK')	text/html	etag:%22554de364-5d2%22	http://lambert.kwst.net/site/team/mem3.html	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/team/mem3.html	(from http://lambert.kwst.net/site/index.html)
02:21:27	20475/20475	---M--	200	added ('OK')	image/jpeg	etag:%225d2c2367-4ffb%22	http://lambert.kwst.net/site/images/team/thumbnails/2.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/team/thumbnails/2.jpg	(from http://lambert.kwst.net/site/index.html)
02:21:27	223896/223896	---M--	200	added ('OK')	image/jpeg	etag:%225d2c2329-36a98%22	http://lambert.kwst.net/site/images/slider/1.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/slider/1.jpg	(from http://lambert.kwst.net/site/index.html)
02:21:28	1490/1490	---M--	200	added ('OK')	text/html	etag:%22554de36c-5d2%22	http://lambert.kwst.net/site/team/mem4.html	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/team/mem4.html	(from http://lambert.kwst.net/site/index.html)
02:21:28	17099/17099	---M--	200	added ('OK')	image/jpeg	etag:%225d2c2369-42cb%22	http://lambert.kwst.net/site/images/team/thumbnails/3.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/team/thumbnails/3.jpg	(from http://lambert.kwst.net/site/index.html)
02:21:31	25507/25507	---M--	200	added ('OK')	image/jpeg	etag:%225d2c236c-63a3%22	http://lambert.kwst.net/site/images/team/thumbnails/4.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/team/thumbnails/4.jpg	(from http://lambert.kwst.net/site/index.html)
02:21:33	23033/23033	---MCZ	200	added ('OK')	application/javascript	etag:W/%22612f75e3-59f9%22	http://lambert.kwst.net/site/js/scripts.js	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/js/scripts.js	(from http://lambert.kwst.net/site/index.html)
02:21:34	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%225fe068c9-15d84%22	http://lambert.kwst.net/site/js/jquery.min.js	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/js/jquery.min.js	(from http://lambert.kwst.net/site/index.html)
02:21:42	208662/208662	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260bfb0bf-32f16%22	http://lambert.kwst.net/site/js/plugins.js	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/js/plugins.js	(from http://lambert.kwst.net/site/index.html)
02:21:43	60767/60767	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2254d4928e-ed5f%22	http://lambert.kwst.net/site/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/fonts/fontawesome-webfont3e6e.eot	(from http://lambert.kwst.net/site/css/plugins.css)
02:21:44	60767/60767	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2254d4928e-ed5f%22	http://lambert.kwst.net/site/fonts/fontawesome-webfont.eot?	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/fonts/fontawesome-webfontd41d.eot	(from http://lambert.kwst.net/site/css/plugins.css)
02:21:51	56780/56780	---M--	200	added ('OK')	font/woff2	etag:%2254d4928c-ddcc%22	http://lambert.kwst.net/site/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/fonts/fontawesome-webfont3e6e.woff2	(from http://lambert.kwst.net/site/css/plugins.css)
02:21:58	71508/71508	---M--	200	added ('OK')	font/woff	etag:%2254d4928e-11754%22	http://lambert.kwst.net/site/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/fonts/fontawesome-webfont3e6e.woff	(from http://lambert.kwst.net/site/css/plugins.css)
02:21:59	313398/313398	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2254d4928e-4c836%22	http://lambert.kwst.net/site/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/fonts/fontawesome-webfont3e6e.svg	(from http://lambert.kwst.net/site/css/plugins.css)
02:21:59	3786/3786	---MC-	424	error ('Failed%20Dependency')	text/html	date:Sun,%2020%20Mar%202022%2020:21:57%20GMT	http://lambert.kwst.net/site/images/grabbing.png	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/grabbing.png	(from http://lambert.kwst.net/site/css/plugins.css)
02:22:00	950/950	---M--	200	added ('OK')	image/png	etag:%225549fa50-3b6%22	http://lambert.kwst.net/site/images/bef-af.png	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/bef-af.png	(from http://lambert.kwst.net/site/css/style.css)
02:22:00	2091/2091	---M--	200	added ('OK')	image/png	etag:%225549f730-82b%22	http://lambert.kwst.net/site/images/separator.png	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/separator.png	(from http://lambert.kwst.net/site/css/style.css)
02:22:01	1089/1089	---M--	200	added ('OK')	image/png	etag:%22554e4770-441%22	http://lambert.kwst.net/site/images/ver-separator.png	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/ver-separator.png	(from http://lambert.kwst.net/site/css/style.css)
02:22:01	3022/3022	---M--	200	added ('OK')	image/png	etag:%225549f774-bce%22	http://lambert.kwst.net/site/images/color-separator.png	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/color-separator.png	(from http://lambert.kwst.net/site/css/style.css)
02:22:05	122092/122092	---M--	200	added ('OK')	application/octet-stream	etag:%2254d4928e-1dcec%22	http://lambert.kwst.net/site/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/fonts/fontawesome-webfont3e6e.ttf	(from http://lambert.kwst.net/site/css/plugins.css)
02:22:29	171666/171666	---M--	200	added ('OK')	image/png	etag:%2255531372-29e92%22	http://lambert.kwst.net/site/images/menu/1.png	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/menu/1.png	(from http://lambert.kwst.net/site/menu.html)
02:22:54	149361/149361	---M--	200	added ('OK')	image/jpeg	etag:%225d2c228e-24771%22	http://lambert.kwst.net/site/images/bg/16.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/bg/16.jpg	(from http://lambert.kwst.net/site/menu.html)
02:23:07	407943/407943	---M--	200	added ('OK')	image/jpeg	etag:%225d2c229e-63987%22	http://lambert.kwst.net/site/images/bg/11.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/bg/11.jpg	(from http://lambert.kwst.net/site/menu.html)
02:23:51	654304/654304	---M--	200	added ('OK')	image/jpeg	etag:%225d2c22aa-9fbe0%22	http://lambert.kwst.net/site/images/bg/12.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/bg/12.jpg	(from http://lambert.kwst.net/site/menu.html)
02:24:22	544015/544015	---M--	200	added ('OK')	image/jpeg	etag:%225d2c22be-84d0f%22	http://lambert.kwst.net/site/images/bg/17.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/bg/17.jpg	(from http://lambert.kwst.net/site/menu.html)
02:24:46	336389/336389	---M--	200	added ('OK')	image/jpeg	etag:%225d2c2297-52205%22	http://lambert.kwst.net/site/images/bg/20.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/bg/20.jpg	(from http://lambert.kwst.net/site/menu.html)
02:25:18	192286/192286	---M--	200	added ('OK')	image/jpeg	etag:%225d2c2294-2ef1e%22	http://lambert.kwst.net/site/images/bg/22.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/bg/22.jpg	(from http://lambert.kwst.net/site/menu.html)
02:25:34	909746/909746	---M--	200	added ('OK')	image/png	etag:%22555315e2-de1b2%22	http://lambert.kwst.net/site/images/menu/2.png	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/menu/2.png	(from http://lambert.kwst.net/site/menu.html)
02:25:44	161429/161429	---M--	200	added ('OK')	image/jpeg	etag:%225d2c2291-27695%22	http://lambert.kwst.net/site/images/bg/27.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/bg/27.jpg	(from http://lambert.kwst.net/site/menu.html)
02:26:40	406949/406949	---M--	200	added ('OK')	image/png	etag:%2255538070-635a5%22	http://lambert.kwst.net/site/images/menu/3.png	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/menu/3.png	(from http://lambert.kwst.net/site/menu.html)
02:26:40	342371/342371	---M--	200	added ('OK')	image/jpeg	etag:%225d2c22a3-53963%22	http://lambert.kwst.net/site/images/bg/19.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/bg/19.jpg	(from http://lambert.kwst.net/site/menu.html)
02:26:54	947500/947500	---M--	200	added ('OK')	image/jpeg	etag:%225d2c22b6-e752c%22	http://lambert.kwst.net/site/images/bg/21.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/bg/21.jpg	(from http://lambert.kwst.net/site/menu.html)
02:27:17	139966/139966	---M--	200	added ('OK')	image/jpeg	etag:%225d2c22fa-222be%22	http://lambert.kwst.net/site/images/gallery/3.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/gallery/3.jpg	(from http://lambert.kwst.net/site/gallery.html)
02:27:38	353139/353139	---M--	200	added ('OK')	image/jpeg	etag:%225d2c2302-56373%22	http://lambert.kwst.net/site/images/gallery/1.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/gallery/1.jpg	(from http://lambert.kwst.net/site/gallery.html)
02:27:39	358993/358993	---M--	200	added ('OK')	image/jpeg	etag:%225d2c22fe-57a51%22	http://lambert.kwst.net/site/images/gallery/2.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/gallery/2.jpg	(from http://lambert.kwst.net/site/gallery.html)
02:27:56	235804/235804	---M--	200	added ('OK')	image/jpeg	etag:%225d2c2306-3991c%22	http://lambert.kwst.net/site/images/gallery/4.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/gallery/4.jpg	(from http://lambert.kwst.net/site/gallery.html)
02:27:57	119412/119412	---M--	200	added ('OK')	image/jpeg	etag:%225d2c22fb-1d274%22	http://lambert.kwst.net/site/images/gallery/8.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/gallery/8.jpg	(from http://lambert.kwst.net/site/gallery.html)
02:28:15	223896/223896	---M--	200	added ('OK')	image/jpeg	etag:%225d2c2303-36a98%22	http://lambert.kwst.net/site/images/gallery/7.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/gallery/7.jpg	(from http://lambert.kwst.net/site/gallery.html)
02:28:29	186635/186635	---M--	200	added ('OK')	image/jpeg	etag:%225d2c22fd-2d90b%22	http://lambert.kwst.net/site/images/gallery/6.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/gallery/6.jpg	(from http://lambert.kwst.net/site/gallery.html)
02:28:31	16028/16028	---MCZ	200	added ('OK')	text/html	etag:W/%225562123f-3e9c%22	http://lambert.kwst.net/site/cart.html	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/cart.html	(from http://lambert.kwst.net/site/shop.html)
02:28:32	24434/24434	---MCZ	200	added ('OK')	text/html	etag:W/%225562fbab-5f72%22	http://lambert.kwst.net/site/product.html	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/product.html	(from http://lambert.kwst.net/site/shop.html)
02:28:41	284813/284813	---M--	200	added ('OK')	image/jpeg	etag:%225d2c2307-4588d%22	http://lambert.kwst.net/site/images/gallery/5.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/gallery/5.jpg	(from http://lambert.kwst.net/site/gallery.html)
02:28:44	34972/34972	---MCZ	200	added ('OK')	text/html	etag:W/%225562123e-889c%22	http://lambert.kwst.net/site/blog-single.html	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/blog-single.html	(from http://lambert.kwst.net/site/blog.html)
02:28:45	4716/4716	---M--	200	added ('OK')	image/jpeg	etag:%2254ebd11a-126c%22	http://lambert.kwst.net/site/images/blog/1.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/blog/1.jpg	(from http://lambert.kwst.net/site/blog.html)
02:28:47	5039/5039	---M--	200	added ('OK')	image/jpeg	etag:%2254ebd186-13af%22	http://lambert.kwst.net/site/images/blog/2.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/blog/2.jpg	(from http://lambert.kwst.net/site/blog.html)
02:28:48	6191/6191	---M--	200	added ('OK')	image/jpeg	etag:%2254ebd19e-182f%22	http://lambert.kwst.net/site/images/blog/3.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/blog/3.jpg	(from http://lambert.kwst.net/site/blog.html)
02:28:50	5302/5302	---M--	200	added ('OK')	image/jpeg	etag:%2254ebd1b0-14b6%22	http://lambert.kwst.net/site/images/blog/4.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/blog/4.jpg	(from http://lambert.kwst.net/site/blog.html)
02:28:54	25723/25723	---M--	200	added ('OK')	image/jpeg	etag:%22553fd460-647b%22	http://lambert.kwst.net/site/images/blog/users/1.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/blog/users/1.jpg	(from http://lambert.kwst.net/site/blog.html)
02:28:56	268770/268770	---M--	200	added ('OK')	image/jpeg	etag:%225d2c229a-419e2%22	http://lambert.kwst.net/site/images/bg/33.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/bg/33.jpg	(from http://lambert.kwst.net/site/reservation.html)
02:28:57	3786/3786	---MC-	424	error ('Failed%20Dependency')	text/html	date:Sun,%2020%20Mar%202022%2020:28:55%20GMT	http://lambert.kwst.net/site/team/images/team/big/1.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/team/images/team/big/1.4f.delayed	(from http://lambert.kwst.net/site/team/mem1.html)
02:28:58	3786/3786	---MC-	424	error ('Failed%20Dependency')	text/html	date:Sun,%2020%20Mar%202022%2020:28:55%20GMT	http://lambert.kwst.net/site/team/images/team/big/2.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/team/images/team/big/2.jpg	(from http://lambert.kwst.net/site/team/mem2.html)
02:28:59	3786/3786	---MC-	424	error ('Failed%20Dependency')	text/html	date:Sun,%2020%20Mar%202022%2020:28:56%20GMT	http://lambert.kwst.net/site/team/images/team/big/3.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/team/images/team/big/3.jpg	(from http://lambert.kwst.net/site/team/mem3.html)
02:28:59	24795/24795	---M--	200	added ('OK')	image/jpeg	etag:%22553fd466-60db%22	http://lambert.kwst.net/site/images/blog/users/2.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/blog/users/2.jpg	(from http://lambert.kwst.net/site/blog.html)
02:28:59	3786/3786	---MC-	424	error ('Failed%20Dependency')	text/html	date:Sun,%2020%20Mar%202022%2020:28:57%20GMT	http://lambert.kwst.net/site/team/images/team/big/4.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/team/images/team/big/4.jpg	(from http://lambert.kwst.net/site/team/mem4.html)
02:29:08	283401/283401	---M--	200	added ('OK')	image/jpeg	etag:%225d2c2292-45309%22	http://lambert.kwst.net/site/images/bg/32.jpg	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/images/bg/32.jpg	(from http://lambert.kwst.net/site/contact.html)
02:35:21	12429283/12429283	UR-M--	200	added ('Partial%20Content')	video/mp4	etag:%22555f74d0-bda7e3%22	http://lambert.kwst.net/site/video/1.mp4	C:/Users/Acer/Desktop/resturant/lambert.kwst.net/site/video/1.mp4	(from http://lambert.kwst.net/site/index.html)
